Id,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default
4424,Home Mortgage,,3 years,0,14,20.5,621104,0,64,0,debt consolidation,Short Term,218042,468293,31212,,0
4425,Rent,897769,4 years,0,2,17.9,4334,0,,0,other,Short Term,43318,3382,7392,708,0
4426,Rent,1918810,7 years,0,15,16.7,727100,0,23,0,other,Short Term,348524,292619,17269,7310,1
4427,Rent,,10+ years,0,9,26.6,1452000,0,54,0,debt consolidation,Short Term,329604,634524,10055,,0
4428,Home Mortgage,,,0,14,19.6,555522,1,,1,debt consolidation,Short Term,261514,307534,22962,,0
4429,Home Mortgage,1908170,5 years,0,8,10.1,487300,0,,0,home improvements,Short Term,220946,46284,7378,751,0
4430,Rent,,4 years,0,18,18.8,754336,0,6,0,debt consolidation,Short Term,128480,155040,7822,,1
4431,Own Home,,7 years,0,17,17.1,592196,0,,0,debt consolidation,Long Term,554136,323247,37621,,1
4432,Home Mortgage,,1 year,0,9,17.1,764126,0,79,0,debt consolidation,Short Term,481910,440173,17421,,0
4433,Home Mortgage,,10+ years,0,17,23.2,1381292,0,,0,debt consolidation,Short Term,656172,566637,24925,,0
4434,Rent,1097402,7 years,0,15,9.6,57992,0,16,0,debt consolidation,Long Term,355014,31654,11797,704,1
4435,Home Mortgage,1035177,3 years,0,11,15.4,662002,0,,0,home improvements,Long Term,528484,277856,21911,730,1
4436,Rent,605796,6 years,0,13,9.4,416636,0,17,0,debt consolidation,Short Term,111342,176320,14337,7480,1
4437,Home Mortgage,,8 years,0,19,17.2,1040864,0,,0,debt consolidation,Short Term,130614,87191,20869,,0
4438,Home Mortgage,1193903,10+ years,0,11,20.9,292578,1,,1,other,Short Term,193424,146566,26166,707,0
4439,Home Mortgage,4831700,2 years,0,15,28,722788,0,23,0,business loan,Short Term,537086,493753,89789,690,1
4440,Own Home,254410,,0,4,7.8,95128,0,,0,buy a car,Short Term,85954,67203,2905,646,1
4441,Home Mortgage,1484584,5 years,0,22,22.9,606100,1,8,1,debt consolidation,Long Term,687588,48165,49239,695,1
4442,Own Home,245518,1 year,0,17,9.3,271106,0,,0,debt consolidation,Short Term,112068,125020,6363,718,0
4443,Home Mortgage,1478979,1 year,0,12,13,826980,0,,0,debt consolidation,Short Term,593736,208544,36605,746,0
4444,Home Mortgage,,5 years,0,15,19.4,880110,0,,0,debt consolidation,Long Term,750838,478857,35098,,0
4445,Home Mortgage,5725194,2 years,0,7,25.4,846516,0,2,0,medical bills,Short Term,222200,676248,31011,745,0
4446,Rent,1419186,10+ years,0,8,25.5,360162,0,61,0,other,Short Term,270116,12122,390,748,0
4447,Own Home,950190,10+ years,0,13,27.6,1032042,0,19,0,business loan,Long Term,489588,528561,16359,614,1
4448,Rent,867996,2 years,0,6,8.2,259006,0,,0,debt consolidation,Short Term,99999999,102676,7667,724,0
4449,Home Mortgage,,8 years,0,8,18.5,502436,0,,0,debt consolidation,Short Term,221276,296362,13600,,0
4450,Home Mortgage,1308853,1 year,0,11,16.6,439384,0,31,0,home improvements,Short Term,162382,97907,10024,706,0
4451,Rent,668135,7 years,0,9,9.7,296186,0,,0,debt consolidation,Short Term,254188,203357,10300,731,0
4452,Rent,1158354,2 years,0,11,23,225412,0,14,0,debt consolidation,Short Term,223542,153786,27028,730,0
4453,Rent,775827,3 years,0,9,19.7,537658,0,38,0,debt consolidation,Short Term,286220,336642,10215,725,0
4454,Rent,1683685,6 years,0,16,27.2,1277452,0,9,0,debt consolidation,Short Term,647636,240502,16977,737,0
4455,Home Mortgage,,10+ years,0,15,25.7,2301662,0,5,0,debt consolidation,Long Term,751058,916389,34183,,0
4456,Rent,1653266,10+ years,0,8,17,606408,0,42,0,debt consolidation,Short Term,326304,237253,10237,725,0
4457,Home Mortgage,1258712,10+ years,0,18,17.9,591338,0,77,0,debt consolidation,Short Term,224224,203775,23181,745,0
4458,Rent,763268,7 years,0,9,25.1,422774,0,,0,debt consolidation,Short Term,76384,345040,12021,701,0
4459,Rent,1405164,5 years,0,14,11.8,356598,0,,0,debt consolidation,Long Term,445764,292258,27050,699,0
4460,Rent,985340,< 1 year,0,16,17.4,798578,0,,0,debt consolidation,Short Term,285230,244834,17982,716,0
4461,Rent,5628750,7 years,0,7,28.6,855536,0,14,0,other,Short Term,434500,67982,2627,727,0
4462,Home Mortgage,,10+ years,0,14,9.9,444642,0,,0,debt consolidation,Short Term,110770,81415,7845,,0
4463,Home Mortgage,1968476,10+ years,0,12,24,412852,1,29,1,debt consolidation,Short Term,325622,113734,17880,744,0
4464,Home Mortgage,3785446,2 years,0,11,45.2,537680,0,79,0,other,Long Term,559086,107730,6845,709,0
4465,Rent,,4 years,0,10,20,109648,1,,1,medical bills,Short Term,78980,46968,20841,,1
4466,Home Mortgage,1508524,8 years,0,11,18.6,421212,0,8,0,debt consolidation,Short Term,268730,196441,18228,739,0
4467,Rent,1365112,6 years,0,6,18.9,221320,0,,0,debt consolidation,Short Term,21472,171456,14106,735,1
4468,Rent,,10+ years,0,15,15.5,472670,0,17,0,debt consolidation,Short Term,256476,197163,21989,,1
4469,Rent,835772,9 years,0,19,15.2,564828,1,6,1,debt consolidation,Long Term,99999999,88293,18039,679,0
4470,Rent,1328803,10+ years,0,6,11.4,437162,0,38,0,debt consolidation,Short Term,395648,320549,17496,723,0
4471,Own Home,651833,3 years,0,7,13.5,418638,0,,0,home improvements,Short Term,99999999,97983,13145,740,0
4472,Home Mortgage,,6 years,1,9,27.4,301268,2,,1,debt consolidation,Short Term,108152,83258,16875,,0
4473,Rent,,9 years,0,17,12.3,615714,0,21,0,debt consolidation,Short Term,391930,185573,11734,,0
4474,Rent,1908930,1 year,0,12,15.5,214522,0,35,0,debt consolidation,Short Term,221034,128212,54882,738,0
4475,Home Mortgage,1726150,3 years,0,14,15,1656380,0,,0,home improvements,Long Term,518012,1008501,15535,732,0
4476,Home Mortgage,955719,1 year,0,6,16.2,95502,0,,0,medical bills,Short Term,130196,66804,10354,746,1
4477,Home Mortgage,1112868,10+ years,0,12,13.5,321970,1,,1,debt consolidation,Short Term,214764,142652,11592,736,0
4478,Own Home,662739,,0,10,16.2,436524,0,24,0,home improvements,Short Term,131560,137598,8174,748,1
4479,Home Mortgage,,10+ years,0,19,16.5,855580,0,,0,debt consolidation,Long Term,433752,387201,26757,,0
4480,Rent,1531248,7 years,0,6,15.8,456478,0,31,0,other,Short Term,132968,250743,12288,745,0
4481,Home Mortgage,,10+ years,0,9,18.5,1461834,0,,0,debt consolidation,Short Term,443872,435556,7535,,0
4482,Rent,810084,2 years,0,8,23.5,708862,0,,0,debt consolidation,Short Term,110352,509352,11267,737,0
4483,Home Mortgage,,3 years,0,5,18.7,129932,1,10,1,debt consolidation,Long Term,259952,69122,13552,,0
4484,Home Mortgage,1257724,10+ years,0,35,14.4,1305546,0,,0,debt consolidation,Short Term,550044,623523,33854,651,1
4485,Own Home,175845,,0,6,17.6,163592,0,,0,debt consolidation,Short Term,60830,74746,3546,658,0
4486,Rent,,10+ years,0,4,28.3,1588928,0,,0,other,Short Term,536800,1368,42,,0
4487,Home Mortgage,1140228,3 years,0,16,16.6,187924,0,33,0,home improvements,Short Term,99999999,8113,24610,739,0
4488,Rent,1377272,1 year,0,8,28,594594,0,,0,debt consolidation,Long Term,374176,256766,6370,733,1
4489,Own Home,679953,6 years,0,8,13,449746,0,72,0,debt consolidation,Long Term,282348,321993,13883,684,0
4490,Rent,433295,5 years,0,14,14.5,755150,0,,0,debt consolidation,Short Term,144518,183255,9099,747,1
4491,Home Mortgage,8200229,2 years,0,11,16.7,333630,0,29,0,debt consolidation,Short Term,117040,116128,8610,7440,1
4492,Home Mortgage,705964,6 years,0,15,21.8,456874,0,78,0,debt consolidation,Long Term,399036,314469,11649,703,1
4493,Rent,712899,2 years,0,5,16.3,293106,0,,0,debt consolidation,Long Term,222662,113411,9981,652,0
4494,Rent,969627,4 years,0,6,10.2,512204,0,,0,debt consolidation,Short Term,194326,370690,18261,7130,1
4495,Rent,2173372,< 1 year,0,12,13.2,183216,0,60,0,debt consolidation,Short Term,158928,82289,30608,723,0
4496,Rent,1232910,10+ years,0,19,19.6,784366,0,52,0,debt consolidation,Long Term,483186,412547,18493,664,1
4497,Home Mortgage,1505408,10+ years,0,16,23.6,980408,0,2,0,debt consolidation,Short Term,762608,641820,23961,735,0
4498,Rent,779779,1 year,0,5,15.2,253132,1,,1,debt consolidation,Short Term,182776,120460,14296,741,0
4499,Home Mortgage,1346530,3 years,0,10,16,769362,0,4,0,other,Short Term,194898,139536,24798,707,0
4500,Rent,1267319,< 1 year,0,3,13.5,319330,0,,0,debt consolidation,Short Term,99999999,147269,16264,751,0
4501,Rent,817152,6 years,0,9,24.9,491326,0,,0,debt consolidation,Short Term,99999999,289826,14573,736,0
4502,Home Mortgage,768968,2 years,0,10,8,115698,0,,0,home improvements,Short Term,204226,59660,14034,737,0
4503,Home Mortgage,,10+ years,0,23,15.1,519882,0,28,0,debt consolidation,Long Term,222992,267596,23327,,0
4504,Own Home,563901,2 years,0,7,17,71852,1,71,1,debt consolidation,Short Term,62568,38342,6955,729,0
4505,Home Mortgage,1936841,< 1 year,0,5,23.5,187110,0,45,0,home improvements,Short Term,99999999,59299,7521,740,0
4506,Home Mortgage,,10+ years,0,10,21.8,1090958,0,,0,debt consolidation,Short Term,225544,92340,18335,,0
4507,Home Mortgage,2326075,8 years,0,9,17.4,654962,0,81,0,debt consolidation,Short Term,344740,454784,22292,713,1
4508,Home Mortgage,1557031,2 years,0,9,23.5,167728,0,38,0,home improvements,Long Term,282480,141664,17140,687,1
4509,Home Mortgage,1015645,,2,4,14.5,269456,3,,0,other,Short Term,129580,77273,2895,652,0
4510,Home Mortgage,1767399,9 years,0,12,15.3,2073698,0,,0,other,Short Term,333674,454898,15170,750,0
4511,Own Home,2289804,10+ years,0,23,20.5,1680514,0,,0,debt consolidation,Long Term,662838,827260,34156,696,1
4512,Home Mortgage,,10+ years,0,13,18.3,760518,0,78,0,debt consolidation,Short Term,290664,266665,16180,,0
4513,Home Mortgage,787569,10+ years,0,6,19.4,393580,0,10,0,debt consolidation,Long Term,400356,261041,13914,721,0
4514,Home Mortgage,,3 years,0,7,40.1,464706,0,43,0,debt consolidation,Long Term,763378,313044,47280,,1
4515,Rent,1975943,6 years,0,9,21.3,302280,2,77,1,debt consolidation,Long Term,323774,166820,20747,718,1
4516,Rent,,10+ years,0,13,28.2,1748692,0,,0,debt consolidation,Short Term,217228,984675,40242,,0
4517,Home Mortgage,954693,4 years,0,8,10,279290,1,33,1,debt consolidation,Short Term,223322,162089,21799,715,0
4518,Rent,581913,6 years,0,7,10.5,345884,0,17,0,debt consolidation,Short Term,123530,77672,10281,747,1
4519,Home Mortgage,,8 years,0,9,24,851642,0,32,0,debt consolidation,Short Term,112046,547219,33728,,0
4520,Home Mortgage,1619199,7 years,0,13,19,485276,1,70,1,other,Short Term,99999999,347434,15922,697,0
4521,Home Mortgage,,< 1 year,0,11,18.7,671418,0,69,0,other,Long Term,164340,46398,8314,,0
4522,Home Mortgage,1765290,2 years,0,11,22.6,470998,0,50,0,debt consolidation,Long Term,602448,316882,21331,720,0
4523,Own Home,,1 year,1,5,22.2,580888,2,,1,debt consolidation,Short Term,130526,104842,3005,,0
4524,Rent,1025924,10+ years,0,10,22.4,385616,0,18,0,other,Short Term,112068,300732,24793,686,1
4525,Home Mortgage,1870930,5 years,0,7,7.9,424820,0,,0,other,Long Term,541596,230413,24322,671,0
4526,Rent,856197,7 years,0,15,11.9,240284,0,,0,debt consolidation,Short Term,170742,105222,13414,719,0
4527,Rent,,< 1 year,0,10,19.8,1724492,0,50,0,debt consolidation,Short Term,760452,579348,34339,,0
4528,Home Mortgage,,< 1 year,0,19,20,364452,1,40,1,debt consolidation,Short Term,258830,194826,8233,,0
4529,Home Mortgage,1300645,10+ years,0,7,21.3,301554,0,,0,debt consolidation,Long Term,622050,97660,3848,694,0
4530,Rent,772844,< 1 year,0,4,15.1,212520,0,61,0,business loan,Long Term,134222,151962,4289,702,1
4531,Own Home,1968476,10+ years,0,6,14,166804,1,55,1,debt consolidation,Short Term,293040,32414,11844,732,0
4532,Home Mortgage,,7 years,0,16,23,337876,1,1,1,home improvements,Long Term,337986,223516,23843,,1
4533,Home Mortgage,,2 years,0,19,25.3,334862,0,14,0,debt consolidation,Short Term,279796,99769,8857,,0
4534,Rent,1356068,10+ years,0,5,15.8,273746,0,,0,debt consolidation,Short Term,179454,130986,9594,744,0
4535,Rent,745750,2 years,0,12,10.1,277948,0,,0,debt consolidation,Long Term,232474,98420,14107,7210,1
4536,Home Mortgage,807025,10+ years,0,11,14.9,763488,0,8,0,debt consolidation,Short Term,418836,443764,22395,740,0
4537,Home Mortgage,2381175,10+ years,0,17,42.7,1649186,0,,0,debt consolidation,Short Term,247038,1025506,42663,729,0
4538,Own Home,955605,,0,14,21,712426,1,68,1,other,Long Term,99999999,249185,6745,722,0
4539,Rent,,2 years,0,14,11.2,613778,0,,0,debt consolidation,Long Term,432124,285171,48143,,1
4540,Home Mortgage,2124352,6 years,0,10,22.4,854546,0,65,0,debt consolidation,Short Term,99999999,370481,17030,751,0
4541,Home Mortgage,629071,< 1 year,0,5,8.7,94952,0,53,0,debt consolidation,Short Term,146234,61028,2763,697,1
4542,Rent,1220940,2 years,0,15,8.5,753610,0,,0,debt consolidation,Long Term,630564,458850,16279,695,0
4543,Rent,,1 year,0,25,15.7,930754,0,,0,debt consolidation,Long Term,326678,332785,20320,,0
4544,Home Mortgage,1674261,10+ years,0,14,28.3,410696,1,74,1,debt consolidation,Long Term,430804,94715,31811,637,1
4545,Rent,1776462,2 years,0,14,23,1142570,0,,0,medical bills,Long Term,99999999,235828,11902,713,0
4546,Rent,930335,2 years,0,13,13,457622,1,,1,debt consolidation,Short Term,161018,161652,13180,639,0
4547,Home Mortgage,977132,2 years,0,9,12.5,187044,0,54,0,home improvements,Long Term,435160,77387,6669,610,0
4548,Rent,1117998,10+ years,0,13,12.4,971344,0,,0,debt consolidation,Short Term,431508,239077,13789,741,0
4549,Rent,,2 years,0,11,14,353606,0,16,0,debt consolidation,Short Term,73876,64752,11233,,0
4550,Home Mortgage,730664,10+ years,0,13,19.1,796290,0,,0,debt consolidation,Short Term,231550,282644,14004,746,1
4551,Rent,,2 years,0,18,19.7,323400,0,18,0,debt consolidation,Short Term,151844,76817,20982,,0
4552,Home Mortgage,982338,8 years,0,10,18.8,238326,1,,1,debt consolidation,Long Term,343376,182362,26686,721,0
4553,Rent,849357,5 years,0,15,15,642158,0,,0,debt consolidation,Short Term,174834,295602,22366,7400,1
4554,Home Mortgage,1496592,10+ years,0,8,22,110308,0,,0,debt consolidation,Long Term,99999999,11438,17373,744,0
4555,Home Mortgage,2046832,10+ years,0,23,21,1168376,0,,0,debt consolidation,Long Term,99999999,208867,28485,745,0
4556,Rent,,2 years,0,14,15.7,388542,0,,0,debt consolidation,Long Term,434280,183901,13432,,0
4557,Rent,1502824,< 1 year,0,17,21.7,2081904,0,,0,other,Short Term,217514,37753,8165,747,0
4558,Rent,884108,10+ years,0,13,16.7,667744,0,,0,other,Short Term,99999999,27094,17682,747,0
4559,Rent,1184422,7 years,0,8,19.6,719664,0,,0,debt consolidation,Short Term,263318,430711,14628,732,0
4560,Home Mortgage,1089061,10+ years,0,7,21.6,143726,1,68,1,debt consolidation,Short Term,207966,20729,18696,736,1
4561,Rent,2089373,7 years,0,11,21.5,807136,0,3,0,debt consolidation,Short Term,483846,303221,9141,737,0
4562,Home Mortgage,,,0,5,18.9,517594,0,,0,debt consolidation,Short Term,336116,335274,7508,,1
4563,Rent,1397507,3 years,0,12,18,189860,0,5,0,debt consolidation,Short Term,161810,108395,21312,724,1
4564,Home Mortgage,1284590,10+ years,0,21,16,1103080,0,,0,debt consolidation,Short Term,99999999,467761,27512,746,0
4565,Own Home,,1 year,0,14,21.2,1253164,0,49,0,debt consolidation,Short Term,220154,165585,21390,,0
4566,Home Mortgage,,,0,13,21.9,1062050,0,,0,debt consolidation,Long Term,483362,513646,28677,,1
4567,Rent,,1 year,0,18,15.7,101156,0,,0,debt consolidation,Short Term,111936,53390,2902,,0
4568,Home Mortgage,1932300,10+ years,0,13,10.8,711920,0,21,0,debt consolidation,Short Term,380358,303126,17874,701,0
4569,Home Mortgage,231287,,0,7,17,136092,0,,0,debt consolidation,Short Term,111584,50540,3662,740,0
4570,Own Home,672714,5 years,0,10,14.5,2360600,0,,0,debt consolidation,Short Term,259644,1306801,14183,700,0
4571,Home Mortgage,764427,7 years,0,12,27.4,830544,0,22,0,debt consolidation,Long Term,390214,284753,21977,720,1
4572,Own Home,410894,4 years,0,3,9.9,143132,0,,0,buy a car,Short Term,237886,122265,2359,6500,1
4573,Own Home,971185,2 years,0,16,19.4,1106556,0,,0,buy house,Short Term,314864,399475,19667,712,0
4574,Home Mortgage,,10+ years,0,17,16.2,791648,0,,0,debt consolidation,Short Term,759000,422522,26844,,0
4575,Home Mortgage,,7 years,0,10,16,1078176,0,,0,debt consolidation,Short Term,591404,859446,33267,,1
4576,Home Mortgage,2016508,10+ years,0,16,16.8,2216236,0,,0,other,Short Term,466972,809628,15796,743,0
4577,Home Mortgage,831782,10+ years,0,5,19.2,139854,1,,1,debt consolidation,Short Term,71676,19323,5497,738,0
4578,Rent,1249573,10+ years,0,14,19.2,182534,0,25,0,other,Short Term,84590,84968,11663,678,1
4579,Home Mortgage,,7 years,0,19,16.4,607860,0,,0,debt consolidation,Short Term,230868,241490,16702,,0
4580,Home Mortgage,2270196,5 years,0,11,9.4,856196,0,43,0,debt consolidation,Long Term,547646,471770,24216,6810,1
4581,Home Mortgage,,2 years,0,3,14.2,210606,0,32,0,debt consolidation,Short Term,310376,120783,7240,,0
4582,Home Mortgage,932767,10+ years,2,17,21.8,483318,3,27,1,debt consolidation,Long Term,260084,170715,9172,6740,1
4583,Home Mortgage,1063392,3 years,0,6,12.3,382844,0,46,0,debt consolidation,Short Term,456698,205656,9836,730,0
4584,Rent,1848966,1 year,0,14,18.8,513436,0,40,0,debt consolidation,Short Term,382316,223934,21263,7460,1
4585,Rent,,6 years,0,16,28.3,689832,0,,0,debt consolidation,Long Term,458854,291935,15944,,1
4586,Home Mortgage,,10+ years,0,8,14.7,1575640,0,,0,debt consolidation,Short Term,442992,559284,8951,,0
4587,Home Mortgage,3847500,10+ years,0,10,23.5,803924,0,,0,other,Short Term,222750,489478,51300,740,0
4588,Home Mortgage,1415747,10+ years,0,11,25,283954,0,24,0,debt consolidation,Short Term,131142,160873,21708,7220,1
4589,Home Mortgage,2037883,1 year,0,5,21.1,291038,0,18,0,other,Long Term,435534,244055,30568,598,0
4590,Home Mortgage,1339006,7 years,0,8,21,361768,0,67,0,debt consolidation,Short Term,215336,237139,13334,746,0
4591,Rent,604599,2 years,0,8,8.6,144408,0,,0,vacation,Short Term,132902,65607,9270,741,0
4592,Home Mortgage,1896333,3 years,0,7,12.9,544632,0,,0,debt consolidation,Long Term,516648,408747,23072,719,0
4593,Home Mortgage,699523,6 years,0,7,12.2,344146,0,,0,other,Long Term,289674,129580,13874,7000,1
4594,Rent,1313451,5 years,0,9,12.2,440528,0,9,0,debt consolidation,Short Term,335478,262124,32946,747,0
4595,Rent,,1 year,0,4,15.5,389620,0,,0,debt consolidation,Short Term,197956,267178,14529,,0
4596,Home Mortgage,1242638,10+ years,0,19,23.9,393316,0,,0,medical bills,Short Term,107910,283974,31687,703,0
4597,Rent,1471664,10+ years,0,10,17.7,234586,1,64,1,debt consolidation,Short Term,225038,33421,19868,742,1
4598,Home Mortgage,1313223,10+ years,0,13,20.9,958562,0,,0,debt consolidation,Long Term,99999999,319561,13461,730,0
4599,Own Home,2879070,10+ years,0,16,32.5,1695232,0,,0,debt consolidation,Short Term,555610,1023378,63100,7330,1
4600,Home Mortgage,1731717,10+ years,0,12,21.6,1328778,0,,0,wedding,Short Term,99999999,996094,19915,746,0
4601,Rent,1255748,10+ years,0,10,18.5,511720,0,19,0,debt consolidation,Long Term,134222,42864,3129,691,0
4602,Home Mortgage,3990038,10+ years,0,10,23,9541136,0,5,0,home improvements,Long Term,788788,4367245,29792,687,0
4603,Home Mortgage,,2 years,0,10,12.2,531806,0,,0,other,Short Term,112046,293493,11611,,0
4604,Home Mortgage,2667182,10+ years,0,5,21.1,1008348,0,,0,debt consolidation,Short Term,264704,845595,20671,746,0
4605,Home Mortgage,1453652,6 years,0,23,21,563002,0,60,0,debt consolidation,Short Term,99999999,185250,14173,709,0
4606,Home Mortgage,1841290,10+ years,0,20,18.1,1032922,0,,0,debt consolidation,Long Term,785488,511157,44651,6950,1
4607,Home Mortgage,1449377,10+ years,0,11,17.6,288662,0,6,0,debt consolidation,Short Term,447524,221616,23673,717,0
4608,Rent,822719,6 years,0,9,10.8,782364,0,,0,debt consolidation,Short Term,221540,470269,13232,741,0
4609,Home Mortgage,1054310,10+ years,0,11,21.5,305140,0,18,0,debt consolidation,Short Term,99999999,188955,18363,728,0
